idx,k0,M,response_err
163,2,12,0.23520231817994805
164,1,12,0.3360765973605174
165,3,12,0.22522862015929007
166,-4,12,0.3402636832983246
167,3,12,0.21690800440896518
168,-4,12,0.2537694547462413
169,-4,12,0.20170686199882576
170,2,12,0.3228376526588608
171,-4,12,0.25981658427502186
172,-4,12,0.27872019100174805
173,3,12,0.25040618710551393
174,3,12,0.2343566456316014
175,2,12,0.19104891304200045
176,-2,12,0.28521349471970986
177,-4,12,0.2416441493849891
178,4,12,0.24490448232859902
179,2,12,0.21772794577682827
180,4,12,0.2185238424930497
181,1,12,0.28974922551424964
182,3,12,0.2581089826849217
183,0,12,0.15569339484780356
184,-2,12,0.23096658127386463
185,1,12,0.3203555138608397
186,-3,12,0.29345631579403547
187,-1,12,0.21141688243379292
188,0,12,0.13580914486438467
189,3,12,0.23998400970872014
190,3,12,0.23156485818681372
191,3,12,0.2444533320767135
192,-1,12,0.18202596154447312
193,3,12,0.2116977731743257
194,4,12,0.2771194327026252
195,4,12,0.26487953229656724
196,-2,12,0.23173762892136177
197,2,12,0.17592150761595807
198,-2,12,0.24141944270619456
199,-1,12,0.23437583322430403
0,4,16,0.38618421259071256
1,2,16,0.626454080833869
2,-3,16,0.41015281300463535
3,-2,16,0.5898254578384832
4,-3,16,0.5361636757747474
5,3,16,0.46126532965969175
6,0,16,0.5355604679007507
7,4,16,0.43905355774235166
8,-4,16,0.42603811958837334
9,3,16,0.5062763140457529
10,0,16,0.46494001085237724
11,-2,16,0.45705274126249795
12,4,16,0.5373525704744936
13,0,16,0.4473518262092772
14,-1,16,0.5989633344057089
15,0,16,0.4674840922359601
16,1,16,0.47450547611112626
17,-1,16,0.5944639661883889
18,-2,16,0.4550793526625389
19,-4,16,0.40859892947922594
20,-3,16,0.44749655043758285
21,2,16,0.5572058675149233
22,1,16,0.5658921933148182
23,1,16,0.5332547681872967
24,0,16,0.5028142654963357
25,3,16,0.4531243307770023
26,3,16,0.6500666154289516
27,1,16,0.6119845498716006
28,3,16,0.5309774481185549
29,3,16,0.4975814080611365
30,0,16,0.45536749163368057
31,2,16,0.5180204732831978
32,-2,16,0.4841447137228273
33,4,16,0.4008688023372016
34,4,16,0.4346737257060863
35,2,16,0.6237355159424052
36,-2,16,0.5495918490020228
37,1,16,0.6712443498728173
38,-2,16,0.5547387996462434
39,4,16,0.3499308704250861
40,0,16,0.57993099369536
41,0,16,0.487246234328307
42,2,16,0.4992667377875021
43,1,16,0.6334615610407188
44,-4,16,0.40121089691592404
45,4,16,0.3872957133290009
46,1,16,0.6238772708251861
47,-3,16,0.5108507746172272
48,-4,16,0.4233842352420851
49,0,16,0.41647353861202285
50,-1,16,0.698949596455365
51,0,16,0.47482949495043797
52,4,16,0.500452457436421
53,0,16,0.42994849224373427
54,4,16,0.4632479406792144
55,-1,16,0.5149765941619237
56,3,16,0.491610811641071
57,-3,16,0.5301939505352926
58,4,16,0.5250851757894722
59,1,16,0.6873124903819215
60,4,16,0.45918254854785506
61,3,16,0.4223585671739832
62,-1,16,0.5799882693834013
63,2,16,0.5666571522245115
64,1,16,0.6862672367436867
65,4,16,0.39869585319807643
66,0,16,0.44065807839563714
67,3,16,0.4899903926694918
68,-1,16,0.6554457938713018
69,1,16,0.5310258875790755
70,-2,16,0.49746039913730355
71,-4,16,0.4740007782009798
72,0,16,0.5251686054239202
73,3,16,0.5306503037356782
74,1,16,0.4531015477702735
75,3,16,0.47054521811829325
76,4,16,0.44798158592950876
77,-3,16,0.48624973594828425
78,-4,16,0.47246384418399373
79,4,16,0.3734766914388613
80,-4,16,0.39568640825023493
81,-4,16,0.4392838562680083
82,0,16,0.5427158918773198
83,3,16,0.5812194359826827
84,1,16,0.5802615114375631
85,-3,16,0.49841534325581305
86,3,16,0.5223262521857931
87,4,16,0.37060227016621544
88,-4,16,0.45881733487283693
89,3,16,0.4404002308316523
90,-3,16,0.5227470677146554
91,-2,16,0.5092093945402456
92,4,16,0.41677626614498997
93,-3,16,0.5161306330620185
94,3,16,0.4933954881673918
95,3,16,0.563944790489624
96,-4,16,0.41065200055863066
97,3,16,0.49734784260378934
98,1,16,0.5267712031899034
99,0,16,0.49277072461044213
100,3,16,0.5049127059691774
101,3,16,0.46314911219090926
102,3,16,0.45656623667793894
103,4,16,0.40921043407876695
104,1,16,0.5763079894630977
105,4,16,0.5015046505055103
106,4,16,0.4077948324297203
107,3,16,0.4903019828210892
108,-1,16,0.5715775970490262
109,-1,16,0.7010218224532854
110,1,16,0.6571289773151795
