idx,k0,seed,M,arm,response_err
19,-4,2,12,clip,0.6239962148818105
19,-4,2,16,retrain,0.5640110307701933
19,-4,2,16,clip,0.5640110307701933
20,-3,0,2,retrain,0.9543506169525774
20,-3,0,2,clip,1.0779398292406344
20,-3,0,4,retrain,0.5200259390632522
20,-3,0,4,clip,1.0121927217850326
20,-3,0,8,retrain,0.24846694969184488
20,-3,0,8,clip,0.653272454049762
20,-3,0,12,retrain,0.17097084323051773
20,-3,0,12,clip,0.5608740269078817
20,-3,0,16,retrain,0.5229804235613097
20,-3,0,16,clip,0.5229804235613097
20,-3,1,2,retrain,0.9272946812230766
20,-3,1,2,clip,1.1286210259159308
20,-3,1,4,retrain,0.5329253159414172
20,-3,1,4,clip,1.0054841815272881
20,-3,1,8,retrain,0.2105497834977557
20,-3,1,8,clip,0.6479121096122352
20,-3,1,12,retrain,0.22062571568448922
20,-3,1,12,clip,0.5723630885610664
20,-3,1,16,retrain,0.5321812011556528
20,-3,1,16,clip,0.5321812011556528
20,-3,2,2,retrain,0.998054428287307
20,-3,2,2,clip,1.1208947590056633
20,-3,2,4,retrain,0.5363600102099036
20,-3,2,4,clip,1.0257143336297907
20,-3,2,8,retrain,0.200273161735444
20,-3,2,8,clip,0.6574881139466343
20,-3,2,12,retrain,0.1799016633434772
20,-3,2,12,clip,0.5667614276727452
20,-3,2,16,retrain,0.5273469987321177
20,-3,2,16,clip,0.5273469987321177
21,2,0,2,retrain,1.066467326702995
21,2,0,2,clip,1.0070411907604313
21,2,0,4,retrain,0.5182464493446948
21,2,0,4,clip,0.9499973485644351
21,2,0,8,retrain,0.19211348247473886
21,2,0,8,clip,0.712272039988782
21,2,0,12,retrain,0.2054588950631708
21,2,0,12,clip,0.6449837528666774
21,2,0,16,retrain,0.607368917095677
21,2,0,16,clip,0.607368917095677
21,2,1,2,retrain,1.0846551745419242
21,2,1,2,clip,1.0482354823378068
21,2,1,4,retrain,0.5152311614715003
21,2,1,4,clip,0.9394597255504255
21,2,1,8,retrain,0.23658929389518243
21,2,1,8,clip,0.6877870422772441
21,2,1,12,retrain,0.25662392010136076
21,2,1,12,clip,0.6202654770546722
21,2,1,16,retrain,0.5819413810628072
21,2,1,16,clip,0.5819413810628072
21,2,2,2,retrain,1.065697412458352
21,2,2,2,clip,1.0712115091821082
21,2,2,4,retrain,0.5218138412770227
21,2,2,4,clip,0.9539460419078459
21,2,2,8,retrain,0.20314623646216415
21,2,2,8,clip,0.6967327593776993
21,2,2,12,retrain,0.20150331230378618
21,2,2,12,clip,0.6359284147872281
21,2,2,16,retrain,0.5958227855681594
21,2,2,16,clip,0.5958227855681594
22,1,0,2,retrain,1.0815887196579013
22,1,0,2,clip,1.0967757468628174
22,1,0,4,retrain,0.5118706514803777
22,1,0,4,clip,0.9561343462754172
22,1,0,8,retrain,0.2415164467512227
