idx,k0,M,response_err
132,-2,12,0.625944394077588
132,-2,16,0.5839836335810468
133,3,2,1.0418561619347433
133,3,4,1.0194603965788465
133,3,8,0.7214936040220525
133,3,12,0.6156496019367713
133,3,16,0.5670477296104913
134,-1,2,0.9908952785392521
134,-1,4,0.8566128445277391
134,-1,8,0.7170875752387581
134,-1,12,0.6722578294486967
134,-1,16,0.6359706912280837
135,0,2,0.9313989979559255
135,0,4,0.7108423473089832
135,0,8,0.5127659540181574
135,0,12,0.45417186522691194
135,0,16,0.42067276645732093
136,3,2,1.0831628672518958
136,3,4,0.9692977870471312
136,3,8,0.6556729585496853
136,3,12,0.555644971520277
136,3,16,0.5118063355819964
137,-1,2,0.9358547456274341
137,-1,4,0.7476707359435946
137,-1,8,0.5879244865343696
137,-1,12,0.546093245506314
137,-1,16,0.5118519776898646
138,-1,2,0.8998212452748366
138,-1,4,0.8077164152723414
138,-1,8,0.6267174321910635
138,-1,12,0.5800789230832469
138,-1,16,0.5460936667222435
139,-2,2,0.9263657243302006
139,-2,4,0.7619938474074699
139,-2,8,0.5674150515049616
139,-2,12,0.5159993646414038
139,-2,16,0.4839064857241183
140,0,2,0.9186925641610526
140,0,4,0.7195017731806702
140,0,8,0.5610479728277401
140,0,12,0.5207041102246314
140,0,16,0.48850560263633186
141,-3,2,1.0292468716851846
141,-3,4,0.9470782892331991
141,-3,8,0.6703056993309344
141,-3,12,0.5841045170800213
141,-3,16,0.5406184479251749
142,-3,2,1.0443684950905494
142,-3,4,0.9652635762681137
142,-3,8,0.6440505254090304
142,-3,12,0.5494375023128832
142,-3,16,0.5055273870319883
143,-4,2,1.0839296061317885
143,-4,4,1.059138714108443
143,-4,8,0.6468073037166175
143,-4,12,0.48803773117845656
143,-4,16,0.42372521166584837
144,1,2,1.1189968557128072
144,1,4,0.879461869386339
144,1,8,0.58993066682521
144,1,12,0.5188795718666802
144,1,16,0.489186759090584
145,-1,2,1.0041278477257256
145,-1,4,0.8446990600775919
145,-1,8,0.6503621137641182
145,-1,12,0.5986484834483617
145,-1,16,0.5634998374971647
146,0,2,0.9590551132425299
146,0,4,0.7269000446374824
146,0,8,0.5189340423235578
146,0,12,0.4589296752563695
146,0,16,0.43199712581810307
147,-1,2,0.9163071609206962
147,-1,4,0.773722927377966
147,-1,8,0.5449534709775651
147,-1,12,0.47069271328415774
147,-1,16,0.43821735030775366
148,-2,2,0.981074363567399
148,-2,4,0.8756576660286223
148,-2,8,0.637871041473216
148,-2,12,0.5826068080584429
148,-2,16,0.5474688346243979
149,0,2,0.9279203670041606
149,0,4,0.7627585896443154
149,0,8,0.5740302051342614
149,0,12,0.514408604707191
149,0,16,0.47878906931090615
150,-1,2,0.973407117341587
150,-1,4,0.8359421008166064
150,-1,8,0.6994885390926319
150,-1,12,0.6543794303852434
150,-1,16,0.6187619762252541
151,-1,2,0.9991927732300817
151,-1,4,0.8639866412050534
151,-1,8,0.637695840226688
151,-1,12,0.5736595764005209
151,-1,16,0.5405870408627679
152,1,2,1.0023384011799912
152,1,4,0.8816214672095917
152,1,8,0.7651001599977652
152,1,12,0.7140447513748599
152,1,16,0.6750008931675331
153,1,2,1.0434267017617982
153,1,4,0.8639104941955561
153,1,8,0.6603906708690631
153,1,12,0.605339288533264
153,1,16,0.5702796806286129
154,-1,2,1.0051842650808467
154,-1,4,0.8874908727685302
154,-1,8,0.7630448706119437
154,-1,12,0.7217113325294602
154,-1,16,0.6829302247083376
